"ExternalID";"Name";"NameDescription";"Price";"Sku";"Currency";"Categories";"Images";"Unit";"InStock";"IsAvailable";"Alias";"MetaTitle";"MetaDescription";"MetaKeywords";"ShortDescription";"Минимальный заказ";"Кратность"
"salesbox-42a573b2-faea-4403-afa9-53e3fecb5945";"Аудіолистівка з записом голосу — унікальний подарунок, що зберігає емоції назавжди 💖";"Ви коли-небудь хотіли зберегти важливі слова назавжди? 💔➡️💖

Аудіолистівка — це більше, ніж подарунок. Це емоція, яку можна почути знову і знову.

Запишіть свій голос, зізнання, привітання або навіть просте “я тебе люблю” — і подаруйте момент, який залишиться на роки.

✨ ЧОМУ ЦЕ ІДЕАЛЬНИЙ ПОДАРУНОК:

✅ Живий голос, а не просто текст
Передайте справжні емоції — так, як їх неможливо передати словами на папері

✅ До 60 секунд запису
Достатньо, щоб сказати найважливіше

✅ Вау-ефект при відкритті
Листівка відтворює запис — і викликає щирі емоції

✅ Ідеально для будь-якої події
День народження, річниця, 14 лютого або просто без приводу

🎁 КОЛИ ДАРУВАТИ:

💖 Коханій людині
🎂 На день народження
💍 На річницю або весілля
🎄 На свята
👉 Або просто, щоб сказати важливе

      “Як це працює”

Запишіть голос
Ми інтегруємо його в листівку
Ви даруєте — і отримуєте WOW-ефект

⚙️ ХАРАКТЕРИСТИКИ
Тип: аудіолистівка (voice box)
Час запису: до 60 секунд
Формат: запис голосового повідомлення
Дизайн: у формі касети
Призначення: подарунок

Зробіть свій меседж незабутнім!";"399";"c806b779-f962-478a-9c30-4a0095074655";"UAH";"Листівки";"https://www.nouvelamour.kiev.ua/Media/shop-29325/main page/IMG_6533.png";"шт";"9";"Available";"";"Аудіолистівка з записом голосу — унікальний подарунок, що зберігає емоції назавжди 💖";"Аудіолистівка з записом голосу — унікальний подарунок, що зберігає емоції назавжди 💖. Ви коли-небудь хотіли зберегти важливі слова назавжди? 💔➡️💖 Аудіол";"";"Ви коли-небудь хотіли зберегти важливі слова назавжди? 💔➡️💖 Аудіолистівка — це більше, ніж подарунок. Це емоція, яку можна почути знову і знову. Запишіть свій голос, зізнання, привітання або навіть просте “я тебе люблю” — і подаруйте моме";"1";"1"
"13419293";"Букет «Lumière Verte»";" Букет «Lumière Verte» - це символ природної свіжості та витонченості. Кремові троянди, зелені акценти та легка невагомість флористичного оформлення створюють атмосферу спокою та гармонії. Ідеальний подарунок для людей, які цінують елегантність у мінімалізмі. ⚜ У разі відсутності деяких квітів вони можуть бути замінені на ідентичні або дорожчі - за рахунок компанії. Кожен букет супроводжується інструкцією з догляду та спеціальним розчином для збереження свіжості.";"1775";"016dafef-8026-48ee-8d2e-71579e7145f9";"UAH";"Букети";"https://d3og57k1dk4307.cloudfront.net/nouvelflowersnow/original/services/e84f52f7-0c46-44da-b5da-ecb5f75a5c37.jpg";"шт";"999";"Available";"lumiere-verte";"Букет «Lumière Verte»";"Букет «Lumière Verte». Букет «Lumière Verte» - це символ природної свіжості та витонченості. Кремові троянди, зелені акценти та легка невагомість флористич";"";"Букет «Lumière Verte» - це символ природної свіжості та витонченості. Кремові троянди, зелені акценти та легка невагомість флористичного оформлення створюють атмосферу спокою та гармонії. Ідеальний подарунок для людей, які цінують елегантні";"1";"1"
"salesbox-93876591-4a92-422a-ad70-65440647cf20";"Pink Harmony";"Pink Harmony - це повітряна квіткова композиція, створена у найніжніших відтінках рожевого, кремового та білого. Букет поєднує фактурні півонії, витончені ранункулюси, ароматну еустому, садові троянди та делікатні сезонні квіти у фірмовому пакуванні Nouvel Amour Flowers.";"5433";"93876591-4a92-422a-ad70-65440647cf20";"UAH";"Букети";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/d4c32f55-d020-4dc4-a827-93bb02a1aa38.jpg";"шт";"999";"Available";"pink-harmony";"Pink Harmony";"Pink Harmony. Pink Harmony - це повітряна квіткова композиція, створена у найніжніших відтінках рожевого, кремового та білого. Букет поєднує фактурні півон";"";"Pink Harmony - це повітряна квіткова композиція, створена у найніжніших відтінках рожевого, кремового та білого. Букет поєднує фактурні півонії, витончені ранункулюси, ароматну еустому, садові троянди та делікатні сезонні квіти у фірмовому ";"1";"1"
"salesbox-8a0362fe-dc52-4ec5-b72d-5e4c00d56ad6";"Lavender Dream";"Відкрийте для себе елегантність та спокій з букетом Lavender Dream. Цей вражаючий букет складається з ніжних лавандових відтінків, що створюють атмосферу легкості та гармонії. Його неповторний колір та текстура нагадають вам про широкі поля лаванди, які розкриваються під теплим сонцем. Ідеально підходить для створення затишної атмосфери в будь-якому інтер'єрі або як стильний подарунок для особливих моментів. Додайте нотку розкоші та спокою у ваше життя з Lavender Dream.";"2880";"8a0362fe-dc52-4ec5-b72d-5e4c00d56ad6";"UAH";"Букети";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/a02a3e8f-3aca-4748-b121-7631a902a20b.jpg";"шт";"999";"Available";"lavender-dream";"Lavender Dream";"Lavender Dream. Відкрийте для себе елегантність та спокій з букетом Lavender Dream. Цей вражаючий букет складається з ніжних лавандових відтінків, що створ";"";"Відкрийте для себе елегантність та спокій з букетом Lavender Dream. Цей вражаючий букет складається з ніжних лавандових відтінків, що створюють атмосферу легкості та гармонії. Його неповторний колір та текстура нагадають вам про широкі поля";"1";"1"
"salesbox-28df7cff-7e67-4201-8bc6-4f6760c815eb";"Натуральна соєва свічка Citron & Coco";"Пориньте у справжній оазис свіжості з нашою натуральною соєвою свічкою Citron & Coco. З неперевершеним поєднанням цитрусових ноток та екзотичного кокосу, ця свічка створює атмосферу затишку та релаксації у вашому домі. Виготовлена з високоякісного соєвого воску, вона горить чисто і довго, не виділяючи токсинів. Ідеально підходить для будь-якої кімнати, принесе вам насолоду від аромату та допоможе розслабитися після важкого дня. Насолоджуйтесь якістю та природніми складовими, адже ваша атмосфера заслуговує на найкраще.";"649";"28df7cff-7e67-4201-8bc6-4f6760c815eb";"UAH";"Соєві свічки";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/036b903f-a724-4dbb-bd60-4d21b753bd79.jpg";"шт";"25";"Available";"citron-coco";"Натуральна соєва свічка Citron & Coco";"Натуральна соєва свічка Citron & Coco. Пориньте у справжній оазис свіжості з нашою натуральною соєвою свічкою Citron & Coco. З неперевершеним поєднанням ци";"";"Пориньте у справжній оазис свіжості з нашою натуральною соєвою свічкою Citron & Coco. З неперевершеним поєднанням цитрусових ноток та екзотичного кокосу, ця свічка створює атмосферу затишку та релаксації у вашому домі. Виготовлена з високоя";"1";"1"
"salesbox-57d45057-be87-4175-aaba-59e2afce4a04";"Персоналізована стрічка для квітів з вашим текстом";"Додайте особливого шарму своїм квітковим композиціям з нашою персоналізованою стрічкою! Виготовлена з високоякісних матеріалів, ця стрічка дозволяє нанести ваш власний текст, що робить її ідеальним доповненням до букетів на весіллях, днях народження або будь-яких урочистостях. Напишіть ваше повідомлення нам в коментар до замовлення. Висловіть свої почуття словами і зробіть подарунок ще більш значущим!";"250";"57d45057-be87-4175-aaba-59e2afce4a04";"UAH";"Додай індивідуальний підпис";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/124e8186-f8bc-4739-a6b2-9762be1f7f76.jpg";"Стрічка";"999";"Available";"";"Персоналізована стрічка для квітів з вашим текстом";"Персоналізована стрічка для квітів з вашим текстом. Додайте особливого шарму своїм квітковим композиціям з нашою персоналізованою стрічкою! Виготовлена з в";"";"Додайте особливого шарму своїм квітковим композиціям з нашою персоналізованою стрічкою! Виготовлена з високоякісних матеріалів, ця стрічка дозволяє нанести ваш власний текст, що робить її ідеальним доповненням до букетів на весіллях, днях н";"1";"1"
"salesbox-21583785-e9c3-4981-89ca-60d7fba2091f";"Натуральна соєва свічка Nouvel Amour Aroma";"Пориньте у світ спокою та затишку з нашою натуральною соєвою свічкою від Nouvel Amour Aroma. Використовуючи лише екологічно чисті інгредієнти, ця свічка дарує тривалий і м'який аромат, створюючи ідеальну атмосферу для релаксації. Завдяки натуральному соєвому воску, свічка горить чисто і довго, не виділяючи шкідливих токсинів у повітря. Оберіть Nouvel Amour Aroma для вашого дому або як ідеальний подарунок для близьких, щоб наповнити їхнє життя ароматом щастя та тепла.";"689";"21583785-e9c3-4981-89ca-60d7fba2091f";"UAH";"Соєві свічки";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/d1b25eb7-0e30-4fc3-8fec-5d6aa585c64b.jpg";"шт";"999";"Available";"nouvel-amour-aroma";"Натуральна соєва свічка Nouvel Amour Aroma";"Натуральна соєва свічка Nouvel Amour Aroma. Пориньте у світ спокою та затишку з нашою натуральною соєвою свічкою від Nouvel Amour Aroma. Використовуючи лиш";"";"Пориньте у світ спокою та затишку з нашою натуральною соєвою свічкою від Nouvel Amour Aroma. Використовуючи лише екологічно чисті інгредієнти, ця свічка дарує тривалий і м'який аромат, створюючи ідеальну атмосферу для релаксації. Завдяки на";"1";"1"
"salesbox-2c338780-11f3-4672-8eb3-6e79fdbb62ea";"Авторський букет Tropic - Екзотичний флористичний шедевр";"Внесіть яскраві кольори та тропічну атмосферу у ваше життя з авторським букетом Tropic. Цей унікальний букет складається з витончених тропічних квітів, таких як антуріуми, орхідеї та яскраві пташині квіти, які відображають красу відібрану з найекзотичніших куточків світу. Ідеально підходить для особливих нагод або для того, щоб просто порадувати себе та своїх близьких. Не просто квіти, а справжня композиція мистецтва, яка додасть енергетики та радості в будь-який інтер’єр.";"4500";"2c338780-11f3-4672-8eb3-6e79fdbb62ea";"UAH";"Букети";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/45cbe0e5-9dbe-4050-a691-909444f333cd.jpg";"шт";"999";"Available";"tropic";"Авторський букет Tropic - Екзотичний флористичний шедевр";"Авторський букет Tropic - Екзотичний флористичний шедевр. Внесіть яскраві кольори та тропічну атмосферу у ваше життя з авторським букетом Tropic. Цей уніка";"";"Внесіть яскраві кольори та тропічну атмосферу у ваше життя з авторським букетом Tropic. Цей унікальний букет складається з витончених тропічних квітів, таких як антуріуми, орхідеї та яскраві пташині квіти, які відображають красу відібрану з";"1";"1"
"AS0125";"Арома свічка соєва The Blanc";"The Blanc - аромасвічка з благородним, чистим і дуже зібраним характером. Її настрій читається як світлий інтер’єр, тиша, доглянутий простір і відчуття внутрішнього балансу. Це аромат для тих, хто обирає не гучну солодкість, а стриману елегантність, м’яке звучання і відчуття luxury everyday. Свічка красиво доповнює дім, спальню, вітальню, салон або робочий простір, створюючи атмосферу чистоти, спокою і витонченого смаку.

Стиль аромату:
чистий, зелений, делікатний, преміальний

Настрій:
спокій, чистота, баланс, тиха розкіш

Для кого:
для себе, на подарунок, для дому, для офісу, для салону

Привід:
подарунок без приводу, новосілля, день народження, комплімент, декор для дому";"700";"8ddacf0b-bcc9-4057-a8e3-e9b08e216c16";"UAH";"Соєві свічки";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/e7b36d75-5e0e-4297-9bcb-f7aead2fe1fa.jpg";"шт";"999";"Available";"the-blanc";"Арома свічка соєва The Blanc";"Арома свічка соєва The Blanc. The Blanc - аромасвічка з благородним, чистим і дуже зібраним характером. Її настрій читається як світлий інтер’єр, тиша, дог";"";"The Blanc - аромасвічка з благородним, чистим і дуже зібраним характером. Її настрій читається як світлий інтер’єр, тиша, доглянутий простір і відчуття внутрішнього балансу. Це аромат для тих, хто обирає не гучну солодкість, а стриману елег";"1";"1"
"salesbox-2ae2a93a-cb64-4672-b669-7ad2af640181";"Ніжний рожевий букет";"Цей вишуканий ніжний рожевий букет створений з різноманітних квітів, які підкреслять будь-яку подію. Гармонійне поєднання ніжних відтінків рожевого та м'яких зелених листів надає композиції елегантності та шарму. Ідеальний варіант для подарунку на день народження, ювілей або просто без приводу. Кожен букет збирається вручну з любов'ю, що робить його унікальним. Порадуйте себе чи своїх близьких цим квітковим шедевром!";"1799";"2ae2a93a-cb64-4672-b669-7ad2af640181";"UAH";"Букети";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/87ea8b3c-58ed-47e4-9490-b802db807339.jpg";"шт";"999";"Available";"";"Ніжний рожевий букет";"Ніжний рожевий букет. Цей вишуканий ніжний рожевий букет створений з різноманітних квітів, які підкреслять будь-яку подію. Гармонійне поєднання ніжних відт";"";"Цей вишуканий ніжний рожевий букет створений з різноманітних квітів, які підкреслять будь-яку подію. Гармонійне поєднання ніжних відтінків рожевого та м'яких зелених листів надає композиції елегантності та шарму. Ідеальний варіант для подар";"1";"1"
"salesbox-fa8a88b1-b08b-4d20-80d3-6c90e18865ae";"Букет Éternelle Tendresse ";"Букет «Éternelle Tendresse» – це втілення ніжності та витонченої елегантності. Ніжні квіти у відтінках пастельно-рожевого та чисто-білого гармонійно поєднані у стильну композицію, яка символізує любов, турботу та щирі почуття. Упакований у матовий дизайнерський папір та перев’язаний атласною стрічкою, цей букет стане ідеальним подарунком для дня народження, весілля, річниці чи як витончений жест уваги.
✨ Переваги:
Сучасний і вишуканий флористичний дизайн
Професійне складання для довшої свіжості
Універсальний подарунок для будь-якої нагоди
⚠️ Важливо:
У разі відсутності деяких квітів, вони можуть бути замінені на аналогічні або дорожчі без доплати з вашого боку.
До кожного букета додається інструкція з догляду та спеціальний засіб для продовження свіжості квітів.";"2499";"fa8a88b1-b08b-4d20-80d3-6c90e18865ae";"UAH";"Букети";"https://d3og57k1dk4307.cloudfront.net/nouvelflowersnow/original/services/bd55690d-d768-4e1e-b6da-fc82dd06e738.jpg";"шт";"999";"Available";"eternelle-tendresse";"Букет Éternelle Tendresse ";"Букет Éternelle Tendresse . Букет «Éternelle Tendresse» – це втілення ніжності та витонченої елегантності. Ніжні квіти у відтінках пастельно-рожевого та чи";"";"Букет «Éternelle Tendresse» – це втілення ніжності та витонченої елегантності. Ніжні квіти у відтінках пастельно-рожевого та чисто-білого гармонійно поєднані у стильну композицію, яка символізує любов, турботу та щирі почуття. Упакований у ";"1";"1"
"salesbox-553ad84a-81ec-432f-baed-53178d3723e0";"Poudre d’Amour";"Poudre d’Amour - це композиція з делікатним характером, у якій поєднуються пудрово-рожеві відтінки, свіжа зелень і салонна подача. Вона виглядає дорого, ніжно та дуже естетично, тому ідеально підходить для моментів, коли хочеться подарувати красу без зайвих слів. Фірмова коробка додає композиції завершеності й робить її особливо зручною для подарунка. Такий формат завжди читається як готовий жест уваги, турботи та смаку.

Увага: у разі відсутності окремих квітів у наявності, вони можуть бути замінені на ідентичні, аналогічні або дорожчі за наш рахунок. При цьому ми обов’язково зберігаємо ідентичність, форму, стилістику та кольорову гаму композиції.";"2955";"553ad84a-81ec-432f-baed-53178d3723e0";"UAH";"Квіти в коробках";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/d5459454-ed3c-4036-b99e-6f7948b5dfff.jpg";"шт";"999";"Available";"poudre-d-amour";"Poudre d’Amour";"Poudre d’Amour. Poudre d’Amour - це композиція з делікатним характером, у якій поєднуються пудрово-рожеві відтінки, свіжа зелень і салонна подача. Вона виг";"";"Poudre d’Amour - це композиція з делікатним характером, у якій поєднуються пудрово-рожеві відтінки, свіжа зелень і салонна подача. Вона виглядає дорого, ніжно та дуже естетично, тому ідеально підходить для моментів, коли хочеться подарувати";"1";"1"
"salesbox-504623f0-05de-4c44-94a1-cea753ed93e5";"Porcelaine d’Été";"Porcelaine d’Été - це букет з дуже тонким настроєм, у якому поєднуються ніжність, свіже повітря кольору та делікатна фактура. Небесно-блакитні відтінки, м’які кремові квіти й дрібні акценти створюють відчуття легкості, спокою та дорогої флористичної роботи. Такий букет виглядає вишукано, сучасно й ненав’язливо розкішно. Він ідеально підійде для ніжного привітання, особливого жесту уваги або подарунка людині, яка цінує естетику, чисті кольори та нестандартну подачу.

Увага: у разі відсутності окремих квітів у наявності, вони можуть бути замінені на ідентичні, аналогічні або дорожчі за наш рахунок. При цьому ми обов’язково зберігаємо ідентичність, форму, стилістику та кольорову гаму букета.";"1840";"504623f0-05de-4c44-94a1-cea753ed93e5";"UAH";"Букети";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/d4d7c817-3021-4f3a-91d5-3b29d3fb5521.jpg";"шт";"999";"Available";"porcelaine-d-ete";"Porcelaine d’Été";"Porcelaine d’Été. Porcelaine d’Été - це букет з дуже тонким настроєм, у якому поєднуються ніжність, свіже повітря кольору та делікатна фактура. Небесно-бла";"";"Porcelaine d’Été - це букет з дуже тонким настроєм, у якому поєднуються ніжність, свіже повітря кольору та делікатна фактура. Небесно-блакитні відтінки, м’які кремові квіти й дрібні акценти створюють відчуття легкості, спокою та дорогої фло";"1";"1"
"salesbox-bedd4ba3-451f-4aa0-8c88-6aac62b9e2be";"Діонея в горщику – Небесний Хижак для Вашого Дому";"Діонея, також відома як рослина-молода леді або мухоловка, тепер доступна у стильному горщику! Ця дивовижна рослина не лише прикрашає ваш інтер'єр, але й очищує повітря, ловлячи комах завдяки своїм кумедним ловчим листям. Ідеальна для любителів рослин, які бажають додати щось незвичайне до своєї колекції. Діонея потребує яскравого природного світла та помірного поливу, що робить її чудовим вибором навіть для новачків у світі рослин. Перетворіть свій дім на маленький тропічний рай з цією унікальною рослиною!";"600";"bedd4ba3-451f-4aa0-8c88-6aac62b9e2be";"UAH";"Кімнатні рослини";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/c1bc5b93-5a2c-4f6f-8db2-9331c058e613.jpg";"шт";"999";"Available";"";"Діонея в горщику – Небесний Хижак для Вашого Дому";"Діонея в горщику – Небесний Хижак для Вашого Дому. Діонея, також відома як рослина-молода леді або мухоловка, тепер доступна у стильному горщику! Ця дивови";"";"Діонея, також відома як рослина-молода леді або мухоловка, тепер доступна у стильному горщику! Ця дивовижна рослина не лише прикрашає ваш інтер'єр, але й очищує повітря, ловлячи комах завдяки своїм кумедним ловчим листям. Ідеальна для любит";"1";"1"
"salesbox-450e8c5b-a91c-4f68-b378-72877b92123d";" букет Crystal";"Відчуйте елегантність і простоту з нашим світлим мінімалістичним букетом 'crystal. Цей букет ідеально підійде для тих, хто цінує легкість та стриманий стиль. Завдяки поєднанню ніжних кольорів і лаконичних форм, він додає вашому простору відчуття чистоти та статусу. Дозвольте цьому букету стати акцентом вашого інтер'єру та подарувати неймовірний вау-ефект!";"1980";"450e8c5b-a91c-4f68-b378-72877b92123d";"UAH";"Букети";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/b407a645-f57c-4ef4-80f1-437bdb392c03.jpg";"шт";"999";"Available";"crystal";" букет Crystal";"букет Crystal. Відчуйте елегантність і простоту з нашим світлим мінімалістичним букетом 'crystal. Цей букет ідеально підійде для тих, хто цінує легкість та";"";"Відчуйте елегантність і простоту з нашим світлим мінімалістичним букетом 'crystal. Цей букет ідеально підійде для тих, хто цінує легкість та стриманий стиль. Завдяки поєднанню ніжних кольорів і лаконичних форм, він додає вашому простору від";"1";"1"
"10685942";"Аромадифузер Sweet Peony";"Аромадифузер з ароматом ""Sweet Peony"" зазвичай має ніжний, квітковий запах, що імітує аромат півоній. Півонії відомі своїм солодким та свіжим ароматом, який часто використовують у парфумерії та продуктах для дому заспокійливу атмосферу.";"450";"39466c5e-9676-473c-a551-4a13e526a901";"UAH";"Ароматичні дифузери";"https://www.nouvelamour.kiev.ua/Media/shop-29325/арома/photoroom_031_20240807_020036.jpeg";"шт";"999";"Available";"shop/aromadifuzator-sweet-peony";"Аромадифузер Sweet Peony";"Аромадифузер Sweet Peony. Аромадифузер з ароматом ""Sweet Peony"" зазвичай має ніжний, квітковий запах, що імітує аромат півоній. Півонії відомі своїм солодк";"";"Аромадифузер з ароматом ""Sweet Peony"" зазвичай має ніжний, квітковий запах, що імітує аромат півоній. Півонії відомі своїм солодким та свіжим ароматом, який часто використовують у парфумерії та продуктах для дому заспокійливу атмосферу.";"1";"1"
"10832808";"Арома Лампа Gold view";"Арома лампа Gold View - це стильний і функціональний аксесуар для вашого дому. Її дизайн включає керамічну тарілочку, що служить для нагрівання ароматичних олій або саше, наповнюючи приміщення приємним ароматом. Особливості арома лампи: 1 Кераміка + метал відзначається своєю довговічністю та естетичністю. 2. Сучасний та мінімалістичний вигляд підходить до будь-якого інтер'єру. 3. Підходить як для рідких ароматичних олій, так і сухих саше. 4. **Ефективність:** Нагріваючи тарілочку з аромамаслом або саше, вона поступово випускає насичені запахи в повітря. 5. Простота конструкції робить її безпечною у використанні вдома чи в офісі. Спосіб застосування: - Налийте кілька крапель вашої улюбленої ефірної олії на керамічну тарілочку або помістіть зверху саше. - запаліть свічку всередині підставки, щоб почати процес нагрівання. - Насолоджуйтеся атмосферою затишку й релаксації завдяки обраному аромату. Цей виріб стане чудовим подарунком як собі, так і близьким людям!";"690";"5edc7ad9-47d3-44f5-bf53-493978618098";"UAH";"Декор та подарунки";"https://www.nouvelamour.kiev.ua/Media/shop-29325/мак/81e86cb5-36d0-4afe-be2c-c445ddd8a011.webp";"шт";"999";"Available";"shop/aroma-lampa-gold-view";"Арома Лампа Gold view";"Арома Лампа Gold view. Арома лампа Gold View - це стильний і функціональний аксесуар для вашого дому. Її дизайн включає керамічну тарілочку, що служить для";"";"Арома лампа Gold View - це стильний і функціональний аксесуар для вашого дому. Її дизайн включає керамічну тарілочку, що служить для нагрівання ароматичних олій або саше, наповнюючи приміщення приємним ароматом. Особливості арома лампи: 1 К";"1";"1"
"10939410";"Аромадифузер ""Nouvel Amour Aroma"" Oakmoss & Amber";"Насичений і глибокий аромат Oakmoss & Amber від Nouvel Amour Aroma -наповнює простір теплом бурштину, деревним мохом і легкими мускусними нотами. Ідеально для інтер’єру, що потребує затишку й гармонії.Дифузор працює без вогню та електрики. Паличок вистачає на 30-45 днів аромату.Обʼєм: 50мл. Натуральні складові Candlesciese виготовлено за сертефікатом IFRAЗастосування: спальня, вітальня, офіс, салон.";"450";"b8fc743e-1461-4956-9c09-fd060b7e4f5d";"UAH";"Ароматичні дифузери";"https://www.nouvelamour.kiev.ua/Media/shop-29325/мак/Photoroom_041_20241107_093710.png";"шт";"999";"Available";"shop/oakmoss-amber-aroma-diffuser";"Аромадифузер ""Nouvel Amour Aroma"" Oakmoss & Amber";"Аромадифузер ""Nouvel Amour Aroma"" Oakmoss & Amber. Насичений і глибокий аромат Oakmoss & Amber від Nouvel Amour Aroma -наповнює простір теплом бурштину, де";"";"Насичений і глибокий аромат Oakmoss & Amber від Nouvel Amour Aroma -наповнює простір теплом бурштину, деревним мохом і легкими мускусними нотами. Ідеально для інтер’єру, що потребує затишку й гармонії.Дифузор працює без вогню та електрики. ";"1";"1"
"11153904";"Éclat Botanique - Тіландсія Аніта в керамічному горщику";"Éclat Botanique - це стильна та мінімалістична тиландсія Аніта в керамічному горщику, яка ідеально підходить для сучасного інтер'єру. Її вишукані вигнуті листя та яскрава рожево-фіолетова серцевина привертають увагу з першого погляду. Ця рослина не тільки прикрашає простір, а й наповнює його спокоєм і природною гармонією.  Компактний розмір горщика 9 см дозволяє розмістити тиландсію навіть у найменшому просторі - на письмовому столі, підвіконні або поличці. Невибаглива у догляді, ідеальна для зайнятих людей або тих, хто тільки починає знайомство з кімнатними рослинами. Характеристики / Specifications Тип: кімнатна рослина / indoor plant Сорт: Тіландсія Аніта / Tillandsia Anita Горщик: керамічний, білий, 9 см Догляд: помірне освітлення, обприскування 2-3 рази на тиждень Упаковка: подарункова, з рекомендаціями по догляду Рекомендовано: для дому, офісу, подарунків";"550";"d91c70d6-6031-4efc-bec6-99ba8e159fb0";"UAH";"";"https://www.nouvelamour.kiev.ua/Media/shop-29325/placeholder-1.jpeg,https://www.nouvelamour.kiev.ua/Media/shop-29325/placeholder(1)-1.jpeg,https://www.nouvelamour.kiev.ua/Media/shop-29325/placeholder(2)-1.jpeg";"шт";"999";"Unavailable";"shop/eclat-botanique--tilandsiya-anita-v-keramichnomu-gorschiku";"Éclat Botanique - Тіландсія Аніта в керамічному горщику";"Éclat Botanique - Тіландсія Аніта в керамічному горщику. Éclat Botanique - це стильна та мінімалістична тиландсія Аніта в керамічному горщику, яка ідеально";"";"Éclat Botanique - це стильна та мінімалістична тиландсія Аніта в керамічному горщику, яка ідеально підходить для сучасного інтер'єру. Її вишукані вигнуті листя та яскрава рожево-фіолетова серцевина привертають увагу з першого погляду. Ця ро";"1";"1"
"11267339";"Іграшка Stitch Étoile";"Познайомтесь із Stitch Étoile - ексклюзивною м’якою іграшкою з офіційної колекції Disneyland. Ідеальний розмір 30 см дозволяє взяти його з собою всюди - у подорож, до дитячого садка чи залишити вдома як милу прикрасу інтер’єру. Цей милий синій герой зачаровує не лише дітей, а й дорослих. Його ніжний плюш, безпечні матеріали та якісний пошив гарантують довговічність і максимальний комфорт. Подаруйте емоції: чудовий варіант для сюрпризу, свята або просто так - без приводу. Сертифікована якість. Ексклюзивний діснеївський дизайн.";"1500";"dd501cb4-afbd-4aef-99bb-4736a4bcc8cf";"UAH";"Іграшки";"https://www.nouvelamour.kiev.ua/Media/shop-29325/unnamed_(2).png";"шт";"999";"Available";"shop/stitch-plush-disney-30cm";"Іграшка Stitch Étoile";"Іграшка Stitch Étoile. Познайомтесь із Stitch Étoile - ексклюзивною м’якою іграшкою з офіційної колекції Disneyland. Ідеальний розмір 30 см дозволяє взяти ";"";"Познайомтесь із Stitch Étoile - ексклюзивною м’якою іграшкою з офіційної колекції Disneyland. Ідеальний розмір 30 см дозволяє взяти його з собою всюди - у подорож, до дитячого садка чи залишити вдома як милу прикрасу інтер’єру. Цей милий си";"1";"1"
"11272672";"Автопарфум Nouvel Amour Aroma Tabacco Vanille";"Створіть атмосферу розкоші у вашому авто з автопарфумом Aroma ""Tobacco Vanilla"". Преміальний аромат, натуральні інгредієнти, ручна робота в Україні. Ідеальний подарунок для поціновувачів. Ароматизатор для авто з преміальним ароматом Tobacco Vanilla. Створено вручну в Україні. Якісний дерев'яний ковпачок, стильний дизайн, довготривалий ефект. Зустрічайте аромапарфум нового покоління - Aroma Car Diffuser ""Tobacco Vanilla"". Це не просто ароматизатор, а аксесуар, що перетворює кожну поїздку в приємну подорож.  Преміальна якість: виготовлений з натуральних есенцій Сертифіковане українське виробництво Елегантний дизайн: дерев’яний ковпачок + скляний флакон Легке кріплення на дзеркало чи решітку печі Підходить як подарунок  Аромат ""Tobacco Vanilla"" - глибокий, теплий, з нотами спецій і деревини. Підходить як для чоловіків, так і для жінок.";"280";"7c1c1e51-3380-4dfc-94fc-583b4d5e0fbe";"UAH";"Автомобільні дифузери";"https://d3og57k1dk4307.cloudfront.net/nouvelflowersnow/original/services/312f7265-2a55-40db-89b3-b6881c1b4cf3.jpg";"шт";"999";"Available";"nouvel-amour-aroma-tabacco-vanille";"Автопарфум Nouvel Amour Aroma Tabacco Vanille";"Автопарфум Nouvel Amour Aroma Tabacco Vanille. Створіть атмосферу розкоші у вашому авто з автопарфумом Aroma ""Tobacco Vanilla"". Преміальний аромат, натурал";"";"Створіть атмосферу розкоші у вашому авто з автопарфумом Aroma ""Tobacco Vanilla"". Преміальний аромат, натуральні інгредієнти, ручна робота в Україні. Ідеальний подарунок для поціновувачів. Ароматизатор для авто з преміальним ароматом Tobacco";"1";"1"
